# l_id d_id c_ld
2 109 53.560
2 110 29.299
2 111 16.761
2 112 8.589
2 113 0.005
2 114 0.005
2 115 17.467
2 116 0.005
2 117 21.855
2 118 6.661
2 119 6.106
2 120 6.630
2 121 55.721
2 122 6.852
2 123 8.252
2 124 20.051
2 125 46.794
2 126 15.670
2 127 0.005
2 128 20.590
2 129 0.005
2 130 20.441
2 131 6.847
2 132 0.005
2 133 0.005
2 134 0.005
2 135 25.229
2 136 0.005
2 137 23.611
2 138 24.569
2 139 14.209
2 140 17.012
2 141 6.766
2 142 8.404
2 143 20.426
2 144 0.005
2 145 15.745
2 146 14.627
2 147 8.700
2 148 19.903
2 149 0.005
2 150 16.834
2 151 7.892
2 152 8.299
2 153 6.550
2 154 9.515
2 155 5.700
2 156 10.826
2 157 0.005
2 158 6.520
2 159 6.024
2 160 20.325
2 161 5.659
2 162 14.622
2 163 0.005
2 164 0.005
2 165 17.354
2 166 5.656
2 167 8.967
2 168 9.861
2 169 0.005
2 170 0.005
2 171 17.761
2 172 7.598
2 173 6.597
2 174 6.761
2 175 0.005
2 176 6.388
2 177 5.270
2 178 7.567
2 179 0.005
2 180 16.252
2 181 19.450
2 182 6.823
2 183 0.005
2 184 18.081
2 185 17.147
2 186 0.005
2 187 21.486
2 188 8.069
2 189 0.005
2 190 6.622
2 191 72.069
2 192 22.170
2 193 0.005
2 194 5.070
2 195 14.679
2 196 7.853
2 197 0.005
2 198 19.890
2 199 7.504
2 200 17.052
2 201 0.005
2 202 6.583
2 203 6.357
2 204 0.005
2 205 5.590
2 206 6.141
2 207 0.005
2 208 6.509
2 209 46.185
2 210 7.234
2 211 6.868
2 212 16.758
2 213 17.817
2 214 0.005
2 215 0.005
2 216 20.463
2 217 29.822
2 218 0.005
2 219 15.338
2 220 47.984
2 221 7.289
2 222 17.843
2 223 7.254
2 224 18.996
2 225 54.305
2 226 16.016
2 227 21.021
2 228 0.005
2 229 8.258
2 230 0.005
2 231 18.873
2 232 17.790
2 233 9.422
2 234 0.005
2 235 7.428
2 236 23.671
2 237 0.005
2 238 4.822
2 239 16.144
2 240 0.005
2 241 0.005
2 242 14.598
2 243 63.014
2 244 0.005
2 245 7.543
2 246 19.325
2 247 6.770
2 248 17.207
2 249 19.486
2 250 13.981
2 251 0.005
2 252 8.057
2 253 70.681
2 254 7.382
2 255 5.149
2 256 10.271
2 257 7.146
2 258 5.825
2 259 15.580
2 260 8.066
2 261 9.486
2 262 0.005
2 263 5.913
2 264 13.679
2 265 6.819
2 266 5.918
2 267 17.343
2 268 0.005
2 269 0.005
2 270 7.891
2 271 8.076
2 272 0.005
2 273 17.304
2 274 0.005
2 275 18.937
2 276 14.781
2 277 0.005
2 278 7.468
2 279 72.650
2 280 14.952
2 281 14.382
2 282 0.005
2 283 0.005
2 284 5.775
2 285 0.005
2 286 8.632
2 287 8.466
2 288 0.005
2 289 5.601
2 290 8.338
2 291 7.657
2 292 28.022
2 293 8.194
2 294 21.280
2 295 6.440
2 296 0.005
2 297 18.917
2 298 7.763
2 299 22.197
3 0 18.944
3 1 6.362
3 2 6.635
3 3 17.633
3 4 0.005
3 5 0.005
3 6 6.620
3 7 6.187
3 8 15.553
3 9 16.964
3 10 7.667
3 11 6.744
3 12 6.286
3 13 19.190
3 14 7.240
3 15 19.950
3 16 9.904
3 17 5.514
3 18 18.535
3 19 6.118
3 20 16.437
3 21 5.448
3 22 8.148
3 23 54.126
3 24 8.502
3 25 9.674
3 26 47.044
3 27 5.877
3 28 13.485
3 29 7.671
3 30 6.400
3 31 6.241
3 32 7.900
3 33 18.874
3 34 19.620
3 35 0.005
3 36 5.018
3 37 17.975
3 38 7.783
3 39 6.918
3 40 27.833
3 41 15.230
3 42 8.076
3 43 0.005
3 44 35.372
3 45 7.611
3 46 8.836
3 47 17.868
3 48 15.218
3 49 16.772
3 50 44.227
3 51 8.390
3 52 56.254
3 53 6.420
3 54 16.947
3 55 5.658
3 56 56.326
3 57 7.343
3 58 6.746
3 59 7.146
3 60 0.005
3 61 20.169
3 62 58.337
3 63 7.452
3 64 5.975
3 65 6.142
3 66 6.736
3 67 0.005
3 68 18.290
3 69 8.837
3 70 0.005
3 71 18.974
3 72 21.597
3 73 6.833
3 74 16.619
3 75 18.315
3 76 66.997
3 77 8.024
3 78 7.287
3 79 0.005
3 80 5.664
3 81 6.047
3 82 5.746
3 83 6.471
3 84 0.005
3 85 0.005
3 86 14.180
3 87 9.287
3 88 0.005
3 89 6.954
3 90 24.536
3 91 0.005
3 92 13.626
3 93 33.136
3 94 0.005
3 95 7.130
3 96 0.005
3 97 5.538
3 98 6.062
3 99 8.322
3 100 0.005
3 101 6.307
3 102 0.005
3 103 6.103
3 104 0.005
3 105 7.991
3 106 5.537
3 107 21.747
3 108 6.373
3 109 7.008
3 110 8.690
3 111 22.710
3 112 6.175
3 113 7.332
3 114 8.516
3 115 0.005
3 116 7.232
3 117 45.254
3 118 0.005
3 119 10.533
3 120 7.079
3 121 6.322
3 122 33.388
3 123 8.055
3 124 8.491
3 125 0.005
3 126 0.005
3 127 6.832
3 128 0.005
3 129 7.385
3 130 8.447
3 131 0.005
3 132 0.005
3 133 0.005
3 134 20.525
3 135 6.168
3 136 6.089
3 137 5.973
3 138 16.671
3 139 5.209
3 140 5.642
3 141 16.169
3 142 7.940
3 143 0.005
3 144 6.076
3 145 7.370
3 146 61.904
3 147 5.452
3 148 0.005
3 149 14.772
3 150 0.005
3 151 7.650
3 152 5.062
3 153 14.377
3 154 22.313
3 155 7.271
3 156 6.452
3 157 0.005
3 158 14.908
3 159 0.005
3 160 5.684
3 161 0.005
3 162 14.705
3 163 54.570
3 164 0.005
3 165 13.597
3 166 0.005
3 167 33.595
3 168 17.808
3 169 0.005
3 170 0.005
3 171 49.006
3 172 5.862
3 173 7.689
3 174 13.793
3 175 5.370
3 176 0.005
3 177 6.384
3 178 27.118
3 179 0.005
3 180 18.618
3 181 0.005
3 182 17.907
3 183 6.240
3 184 27.357
3 185 18.200
3 186 48.364
3 187 0.005
3 188 16.449
3 189 7.479
3 190 6.882
3 191 7.060
3 192 7.209
3 193 6.102
3 194 0.005
3 195 7.037
3 196 8.247
3 197 0.005
3 198 0.005
3 199 8.028
3 200 14.160
3 201 0.005
3 202 46.227
3 203 7.264
3 204 15.763
3 205 8.963
3 206 0.005
3 207 8.657
3 208 57.226
3 209 7.212
3 210 5.803
3 211 0.005
3 212 7.149
3 213 29.512
3 214 7.167
3 215 20.479
3 216 6.748
3 217 0.005
3 218 8.842
3 219 0.005
3 220 6.909
3 221 8.616
3 222 0.005
3 223 7.033
3 224 5.572
3 225 9.975
3 226 6.243
3 227 18.156
3 228 5.366
3 229 0.005
3 230 18.747
3 231 8.221
3 232 22.665
3 233 23.534
3 234 5.571
3 235 8.628
3 236 0.005
3 237 21.014
3 238 15.135
3 239 22.309
3 240 22.826
3 241 7.555
3 242 22.054
3 243 20.189
3 244 5.693
3 245 35.848
3 246 17.789
3 247 18.062
3 248 7.620
3 249 25.146
3 250 8.594
3 251 18.544
3 252 0.005
3 253 7.831
3 254 25.541
3 255 21.224
3 256 8.414
3 257 6.324
3 258 17.303
3 259 17.497
3 260 5.911
3 261 7.326
3 262 6.739
3 263 21.447
3 264 25.567
3 265 8.970
3 266 6.243
3 267 8.161
3 268 5.081
3 269 28.702
3 270 18.118
3 271 8.140
3 272 23.302
3 273 16.012
3 274 8.044
3 275 18.541
3 276 8.833
3 277 5.808
3 278 8.099
3 279 22.970
3 280 18.511
3 281 0.005
3 282 23.070
3 283 0.005
3 284 6.109
3 285 0.005
3 286 5.552
3 287 7.705
3 288 16.121
3 289 15.734
3 290 23.994
3 291 15.454
3 292 7.379
3 293 25.807
3 294 5.379
3 295 8.362
3 296 5.942
3 297 5.764
3 298 7.816
3 299 0.005
4 0 0.005
4 1 18.543
4 2 7.380
4 3 0.005
4 4 6.433
4 5 10.617
4 6 9.419
4 7 20.639
4 8 7.459
4 9 6.623
4 10 7.575
4 11 7.583
4 12 26.912
4 13 0.005
4 14 6.005
4 15 30.211
4 16 17.168
4 17 7.150
4 18 8.181
4 19 0.005
4 20 23.087
4 21 0.005
4 22 6.044
4 23 16.345
4 24 5.293
4 25 19.420
4 26 8.040
4 27 7.067
4 28 0.005
4 29 7.672
4 30 5.181
4 31 21.973
4 32 6.520
4 33 8.170
4 34 6.809
4 35 6.851
4 36 7.631
4 37 18.144
4 38 17.556
4 39 6.375
4 40 6.748
4 41 15.964
4 42 0.005
4 43 8.788
4 44 36.323
4 45 8.917
4 46 0.005
4 47 10.671
4 48 13.472
4 49 6.658
4 50 15.099
4 51 0.005
4 52 66.942
4 53 6.367
4 54 9.442
4 55 20.224
4 56 20.054
4 57 6.468
4 58 69.149
4 59 5.454
4 60 14.604
4 61 0.005
4 62 6.503
4 63 24.256
4 64 6.330
4 65 19.409
4 66 8.847
4 67 20.383
4 68 19.626
4 69 6.871
4 70 7.540
4 71 6.830
4 72 0.005
4 73 0.005
4 74 4.930
4 75 15.448
4 76 7.538
4 77 7.196
4 78 0.005
4 79 17.187
4 80 16.939
4 81 14.882
4 82 43.417
4 83 7.431
4 84 29.818
4 85 8.671
4 86 7.398
4 87 15.683
4 88 16.887
4 89 16.292
4 90 0.005
4 91 5.775
4 92 0.005
4 93 8.006
4 94 13.978
4 95 0.005
4 96 7.611
4 97 6.202
4 98 16.708
4 99 6.158
4 100 0.005
4 101 8.182
4 102 14.257
4 103 9.322
4 104 17.438
4 105 0.005
4 106 0.005
4 107 0.005
4 108 6.769
4 109 29.693
4 110 8.643
4 111 7.028
4 112 8.639
4 113 15.814
4 114 7.040
4 115 8.462
4 116 16.857
4 117 5.097
4 118 6.735
4 119 40.944
4 120 7.094
4 121 0.005
4 122 8.658
4 123 19.612
4 124 8.077
4 125 6.910
4 126 21.565
4 127 8.452
4 128 7.766
4 129 41.265
4 130 58.893
4 131 14.587
4 132 13.852
4 133 5.954
4 134 0.005
4 135 0.005
4 136 6.805
4 137 7.466
4 138 7.924
4 139 6.062
4 140 27.530
4 141 5.479
4 142 6.657
4 143 10.012
4 144 19.850
4 145 8.840
4 146 8.542
4 147 0.005
4 148 7.401
4 149 5.507
4 150 5.782
4 151 6.630
4 152 14.562
4 153 5.341
4 154 6.049
4 155 8.949
4 156 16.028
4 157 26.278
4 158 5.465
4 159 0.005
4 160 20.933
4 161 0.005
4 162 22.167
4 163 16.360
4 164 6.620
4 165 8.506
4 166 7.429
4 167 6.578
4 168 29.049
4 169 5.621
4 170 0.005
4 171 16.962
4 172 17.596
4 173 7.731
4 174 6.631
4 175 10.083
4 176 9.100
4 177 6.872
4 178 28.156
4 179 16.766
4 180 19.581
4 181 19.427
4 182 19.704
4 183 0.005
4 184 9.104
4 185 9.495
4 186 66.798
4 187 6.816
4 188 0.005
4 189 14.786
4 190 9.379
4 191 0.005
4 192 0.005
4 193 5.831
4 194 14.219
4 195 16.291
4 196 5.155
4 197 15.817
4 198 18.724
4 199 19.503
4 200 18.484
4 201 5.878
4 202 7.516
4 203 6.387
4 204 15.445
4 205 16.343
4 206 21.013
4 207 0.005
4 208 7.026
4 209 23.102
4 210 9.255
4 211 7.433
4 212 6.831
4 213 5.915
4 214 5.775
4 215 5.639
4 216 8.704
4 217 8.264
4 218 6.112
4 219 0.005
4 220 6.609
4 221 7.101
4 222 7.031
4 223 8.332
4 224 6.032
4 225 6.415
4 226 9.179
4 227 7.240
4 228 0.005
4 229 7.715
4 230 17.140
4 231 7.410
4 232 8.034
4 233 25.654
4 234 5.880
4 235 8.723
4 236 22.677
4 237 4.938
4 238 0.005
4 239 7.979
4 240 7.416
4 241 6.770
4 242 0.005
4 243 21.240
4 244 38.097
4 245 20.736
4 246 17.662
4 247 6.541
4 248 18.991
4 249 7.101
4 250 9.090
4 251 19.649
4 252 7.436
4 253 6.775
4 254 14.021
4 255 4.875
4 256 70.054
4 257 17.923
4 258 0.005
4 259 0.005
4 260 14.364
4 261 0.005
4 262 8.466
4 263 0.005
4 264 8.722
4 265 13.612
4 266 5.233
4 267 0.005
4 268 6.118
4 269 6.921
4 270 6.018
4 271 0.005
4 272 9.464
4 273 0.005
4 274 8.705
4 275 15.034
4 276 5.731
4 277 5.219
4 278 7.663
4 279 0.005
4 280 8.619
4 281 6.605
4 282 0.005
4 283 26.221
4 284 7.712
4 285 8.193
4 286 60.461
4 287 9.702
4 288 6.449
4 289 16.125
4 290 0.005
4 291 16.090
4 292 18.438
4 293 7.855
4 294 0.005
4 295 0.005
4 296 6.294
4 297 7.445
4 298 6.249
4 299 5.328
5 0 0.005
5 1 6.072
5 2 50.085
5 3 39.248
5 4 18.975
5 5 5.541
5 6 8.831
5 7 14.056
5 8 0.005
5 9 0.005
5 10 6.540
5 11 5.405
5 12 0.005
5 13 9.862
5 14 13.881
5 15 8.737
5 16 0.005
5 17 22.788
5 18 7.297
5 19 18.165
5 20 23.668
5 21 14.789
5 22 14.573
5 23 0.005
5 24 16.426
5 25 0.005
5 26 0.005
5 27 8.163
5 28 5.577
5 29 50.352
5 30 0.005
5 31 0.005
5 32 50.877
5 33 15.072
5 34 4.910
5 35 6.910
5 36 0.005
5 37 7.307
5 38 7.856
5 39 0.005
5 40 0.005
5 41 22.930
5 42 0.005
5 43 54.600
5 44 6.086
5 45 9.546
5 46 0.005
5 47 8.558
5 48 5.458
5 49 19.405
5 50 7.002
5 51 21.869
5 52 0.005
5 53 5.450
5 54 5.427
5 55 16.165
5 56 5.932
5 57 8.644
5 58 6.376
5 59 7.061
5 60 8.585
5 61 7.417
5 62 7.529
5 63 0.005
5 64 21.941
5 65 0.005
5 66 14.522
5 67 8.431
5 68 9.771
5 69 20.891
5 70 6.546
5 71 14.066
5 72 7.737
5 73 42.856
5 74 6.311
5 75 0.005
5 76 13.743
5 77 59.368
5 78 27.758
5 79 0.005
5 80 0.005
5 81 16.739
5 82 14.452
5 83 9.118
5 84 20.154
5 85 7.697
5 86 22.842
5 87 6.893
5 88 7.133
5 89 6.299
5 90 7.237
5 91 18.085
5 92 5.359
5 93 17.267
5 94 22.928
5 95 7.157
5 96 61.451
5 97 0.005
5 98 7.240
5 99 20.563
5 100 7.977
5 101 0.005
5 102 0.005
5 103 7.712
5 104 0.005
5 105 0.005
5 106 9.576
5 107 5.042
5 108 14.296
5 109 14.473
5 110 6.432
5 111 17.550
5 112 0.005
5 113 0.005
5 114 0.005
5 115 7.439
5 116 22.086
5 117 41.448
5 118 0.005
5 119 6.032
5 120 15.711
5 121 54.333
5 122 7.354
5 123 8.356
5 124 4.915
5 125 15.035
5 126 0.005
5 127 8.799
5 128 18.095
5 129 58.389
5 130 14.638
5 131 0.005
5 132 7.544
5 133 8.677
5 134 0.005
5 135 5.242
5 136 23.347
5 137 8.462
5 138 6.985
5 139 6.479
5 140 20.353
5 141 0.005
5 142 5.287
5 143 15.549
5 144 7.023
5 145 17.488
5 146 0.005
5 147 7.484
5 148 22.122
5 149 10.150
5 150 20.074
5 151 30.108
5 152 24.328
5 153 21.842
5 154 6.575
5 155 21.220
5 156 7.599
5 157 8.694
5 158 17.443
5 159 7.817
5 160 30.751
5 161 5.974
5 162 21.686
5 163 6.767
5 164 24.470
5 165 0.005
5 166 25.771
5 167 6.297
5 168 7.475
5 169 0.005
5 170 8.532
5 171 22.220
5 172 18.087
5 173 15.693
5 174 0.005
5 175 6.137
5 176 7.257
5 177 39.648
5 178 0.005
5 179 9.430
5 180 6.215
5 181 20.868
5 182 0.005
5 183 0.005
5 184 15.355
5 185 5.211
5 186 0.005
5 187 14.132
5 188 16.479
5 189 8.010
5 190 0.005
5 191 17.077
5 192 25.051
5 193 5.142
5 194 19.256
5 195 13.615
5 196 5.832
5 197 15.587
5 198 21.020
5 199 8.311
5 200 6.790
5 201 7.531
5 202 4.867
5 203 7.177
5 204 62.446
5 205 7.343
5 206 70.941
5 207 5.550
5 208 22.879
5 209 6.450
5 210 9.729
5 211 9.743
5 212 0.005
5 213 0.005
5 214 6.180
5 215 7.437
5 216 6.426
5 217 14.511
5 218 0.005
5 219 8.999
5 220 7.250
5 221 0.005
5 222 16.741
5 223 6.142
5 224 6.965
5 225 0.005
5 226 7.134
5 227 7.482
5 228 7.606
5 229 6.042
5 230 16.118
5 231 6.973
5 232 0.005
5 233 6.828
5 234 6.350
5 235 7.017
5 236 5.855
5 237 58.709
5 238 26.614
5 239 9.471
5 240 6.716
5 241 21.723
5 242 6.808
5 243 14.139
5 244 16.786
5 245 6.853
5 246 8.508
