x,y,z,vx,vy,vz,period,occult_freqs_then_occult_amps
0.10807130980002724,-2.140042176867661e-05,6.256401301967901e-33,0.0045639226260155335,3.811407793685442,1.0101173258280439e-33,6.2893899421819786,0.1589979328985714,0.8797175762868455
0.10996951549466667,-2.4071853117938205e-05,3.71543412294576e-32,0.004271063946212666,3.7769161767172084,-1.8713231366473578e-32,6.289220496901865,0.15900221664872624,0.8778206342489744
0.11195983188452231,-2.6492258253795034e-05,-1.1522738226020604e-32,0.003989824593822622,3.741540948980381,2.567279940263164e-32,6.289022913290151,0.1590072120562274,0.8758315747357862
0.11399084497923687,-2.8608960084760948e-05,-3.626227888731467e-32,0.003727251417801298,3.7062435893274985,-3.8294065074548767e-32,6.288801811057164,0.15901280244541485,0.8738017780566583
0.11606334047541159,-3.0446546167041602e-05,-2.0752320758506451e-32,0.003482082752250248,3.671026539276093,2.1014774368106688e-33,6.288557348959261,0.1590189839272909,0.8717304603882894
0.11812038875904576,-3.198850940937398e-05,-1.3387017197160407e-31,0.0032591378030391686,3.636840767862712,8.179837607855124e-32,6.288297155659089,0.15902556371720764,0.8696745227238605
0.1202770434254227,-3.334168098023542e-05,-4.918088309701227e-32,0.0030449768510986946,3.6017895803813844,2.6923460062297373e-32,6.288006796153713,0.15903290699553413,0.867518974765504
0.12247753037364839,-3.448019078860297e-05,6.541303661750452e-33,0.0028450067645357604,3.5668263533792532,-1.4635159633858957e-32,6.287693141793955,0.15904084016967276,0.8653195608017374
0.12472264036663872,-3.54230987806876e-05,1.723010818877455e-33,0.002658297678281413,3.531953802557657,-1.903132076594595e-33,6.287356090027643,0.15904936601031666,0.8630754915013339
0.1270131617852283,-3.618826616072497e-05,1.0230349260993878e-31,0.0024839841766936006,3.497174721353983,1.8153684843022224e-33,6.286995479966358,0.15905848877838719,0.8607859798254042
0.12928611019824532,-3.677806932957281e-05,2.654549949096414e-32,0.0023255119661801803,3.4634280642368256,4.3231028774332824e-32,6.286621797754921,0.15906794335188418,0.8585139853559596
0.13166852130380163,-3.7240586655260425e-05,-4.4386347179753814e-32,0.002173340841764459,3.4288419113341955,-5.070519815892637e-32,6.286214017240894,0.1590782619327545,0.8561325265475267
0.13409865536971816,-3.7571982161371604e-05,1.2940746299089607e-31,0.002031322365484655,3.3943580351619262,7.666949756445789e-32,6.285781870315298,0.15908919854863487,0.8537033173487091
0.13657727200275416,-3.778594190990671e-05,-3.265670134089887e-32,0.001898799149139858,3.3599795837064272,-4.971976638076851e-32,6.285324977341529,0.15910076306395932,0.8512255991959568
0.13976170226943296,-2.1941532019623816e-05,9.858821286532145e-32,0.001162536452434679,3.3169724716374764,1.6023933095799928e-31,6.285175266118115,0.15910455280233188,0.8480428213799331
0.14234852921055074,-2.21274428973196e-05,3.1301029250920044e-33,0.0010842336463911307,3.2828943150584,-1.0514645265808224e-32,6.284637120669442,0.15911817672194886,0.84545680265956
0.1449865804612854,-2.2243761314814613e-05,-8.162494213050064e-32,0.0010115337388208149,3.248925575219479,-1.2445659683560337e-31,6.284073812854503,0.1591324401623723,0.8428195383475423
0.1476766088797335,-2.22989713929754e-05,-5.460690142624191e-32,0.0009440350164506003,3.2150694229879955,-7.944220197139945e-32,6.28348467564642,0.1591473603613307,0.8401302762977598
0.15041935131162817,-2.2300872788821206e-05,2.8995278583477003e-32,0.0008813655189758235,3.1813290956247573,4.1243403256493314e-32,6.282868985345293,0.15916295602096533,0.837388280331026
0.1531392454438199,-2.2258378252873477e-05,-9.80800519129433e-22,0.0008246972982633057,3.1486149812788726,-1.2167778344373967e-20,6.282243706508959,0.15917879769037163,0.8346690939795927
0.15598807924931155,-2.2175575660218933e-05,5.814564720918152e-22,0.000770570123466484,3.115112918832924,6.882202703363295e-21,6.281573281921086,0.15919578664760417,0.8318209691645612
0.15889170101292227,-2.2059123579420938e-05,-8.601365267437985e-22,0.0007203216240807877,3.0817366838485856,-9.529224238670452e-21,6.280873811227251,0.15921351551633944,0.8289180382330582
0.1618507612020034,-2.19146103086773e-05,-1.9902788701469867e-22,0.0006736781363407002,3.0484897626407528,-2.011642335499653e-21,6.280144338152499,0.1592320090359868,0.8259596512349063
0.16478365028931685,-2.1751970255426887e-05,-3.137467130017207e-22,0.0006315144781307359,3.016268896780479,-3.2281925333235917e-21,6.2794048163558065,0.15925076169565072,0.8230274006745649
0.16785388561229223,-2.156682268877976e-05,-1.7178828318098497e-22,0.0005912589827276596,2.983287558472284,-1.626009876931663e-21,6.278613106896432,0.1592708426167555,0.8199578051363785
0.17098131754906015,-2.136781235181678e-05,7.103997817660909e-23,0.00055391003245757,2.9504462383354046,6.534454754074491e-22,6.27778818728554,0.15929177126831212,0.8168309967079104
0.17416646906379918,-2.115904654831865e-05,5.946585072952656e-22,0.0005192669687996785,2.9177486473768885,4.910237997660494e-21,6.27692885164603,0.15931357892287804,0.8136464528329856
0.1774098235768318,-2.0944367277342807e-05,-3.972937676806344e-22,0.0004871444420868004,2.8851985517238106,-3.0810909633361817e-21,6.276033827924506,0.159336298595239,0.8104036904767105
0.18062180382043558,-2.0733258709217155e-05,-5.351774295486857e-22,0.00045814656621659676,2.853673393400049,-3.8273773524694044e-21,6.275127465895031,0.1593593126888568,0.8071922718714153
0.18398123888680212,-2.051735990766262e-05,1.44695213082728e-22,0.0004305080252374149,2.821425568196401,9.24190552434285e-22,6.274158035816066,0.1593839355482432,0.8038333994645046
0.18740004612245395,-2.03058336195052e-05,1.7611190057176191e-22,0.00040491991184479596,2.789336779081203,1.1673328181715635e-21,6.273148730807539,0.15940957928974062,0.8004151404327566
0.1908785153614872,-2.0101912205479057e-05,-7.2773974692928885e-22,0.00038124865239142267,2.7574110393777156,-4.3183746492243915e-21,6.272098001654784,0.15943628427619713,0.7969372052519945
0.1943204560451696,-1.9913849797447947e-05,2.5464342185611472e-23,0.00035994059838529916,2.7265085502408533,1.860724487805559e-22,6.271034368112943,0.1594633263508834,0.7934957708945785
0.19791724843836625,-1.97343637627902e-05,1.3361061125727015e-22,0.0003397028021791916,2.6949166020244686,7.353785333593316e-22,6.269897082228995,0.1594922511302997,0.7898994854967253
0.20157418676634234,-1.9572178032587365e-05,1.4845669922235317e-23,0.0003210495137305122,2.663500178205371,2.4697982969615553e-23,6.268713331974549,0.15952236879286602,0.7862430408455803
0.2052912838113508,-1.9430819815877384e-05,-3.866537316942634e-22,0.0003038895252648821,2.632263729573958,-1.6570298714229796e-21,6.267481274307634,0.15955372760335365,0.7825264244067716
0.20906846149207492,-1.9314105228319414e-05,7.781571515193545e-23,0.00028814174264910633,2.601211893119597,3.0810027304849582e-22,6.26619899269376,0.15958637782904378,0.7787497144942164
0.21280104804599978,-1.9228220490220062e-05,-6.821580825494583e-22,0.00027410759128197813,2.571181128843706,-2.4277052362962493e-21,6.264901270788021,0.1596194348126122,0.775017570950094
0.21669611606745431,-1.9173086514761932e-05,1.5519997872269595e-22,0.0002609483879889221,2.540508133992287,5.1431050871240755e-22,6.263514004594143,0.1596547879140245,0.7711229459873203
0.22065035160767976,-1.9157071440139265e-05,7.6386870011279185e-22,0.000249022645011934,2.51003527988031,2.196291727344293e-21,6.262070413333238,0.15969159303459665,0.767169141260845
0.22466314537972729,-1.918680900864201e-05,5.358660652071305e-22,0.0002382936978635844,2.4797687271037274,1.4082736050204397e-21,6.260568331921357,0.15972990741131354,0.7631567662180354
0.2286229139093719,-1.9267325193968823e-05,1.1869749597034294e-21,0.00022898207506612264,2.450524778064886,2.695501557431047e-21,6.25904861472882,0.15976869034804997,0.7591973936304147
0.2327485897172424,-1.9412878198702256e-05,-2.3373208639289105e-22,0.0002205650294049108,2.4206865367432084,-5.099951336283605e-22,6.257424672254132,0.15981015391748485,0.7550721130765032
0.23692953961188734,-1.9634674953437164e-05,1.475323013828427e-21,0.00021333225326251978,2.391078620253986,2.5325018827307234e-21,6.255735704806535,0.15985330058487915,0.7508915466542994
0.2411638919216913,-1.9949182432298355e-05,1.3885809691261566e-21,0.00020732616464664463,2.361712445210795,2.0600251963075883e-21,6.253979610454425,0.1598981868006663,0.7466575660493973
0.2454491460660492,-2.0378296778074582e-05,-6.542429922735922e-21,0.00020262583806873272,2.3326023838580747,-8.129670639091051e-21,6.252154458674319,0.15994486486375703,0.7423726717851961
0.24966421419544368,-2.093415911696292e-05,1.8739331519229236e-21,0.00019942966877113677,2.304542700158386,1.7027316913200623e-21,6.250310810935993,0.1599920436357066,0.738157942309877
0.25403866441234735,-2.1688444401244384e-05,5.3371773106578e-21,0.0001977605658207979,2.2759992551639314,3.949240189764299e-21,6.248345185226859,0.16004237447769828,0.7337838280360945
0.25844931071661104,-2.2688080934156946e-05,2.198978796585887e-20,0.00019804658734581248,2.2477908855685853,1.0468817679298708e-20,6.246307672919105,0.16009457944819216,0.7293735048614773
0.2628861166396737,-2.4024039945530762e-05,3.91567769798123e-20,0.00020079350968539578,2.2199703054504556,8.852404641012034e-21,6.244199741595565,0.16014862454487602,0.7249370083506912
0.26721320653264574,-2.5783288187244078e-05,5.514199578634769e-19,0.0002066111808987732,2.1933519716822647,-1.2719011078432995e-20,6.2420853588614875,0.16020287171824144,0.720610204881166
0.3267718071808987,2.0399703667824796e-05,-2.3656460291499166e-24,-0.00010265965282463385,1.8702117597231986,1.0527410918882518e-22,6.206857091487722,0.16111213537869776,0.6610550551405445
0.3315482755278653,1.5199672467109612e-05,1.0471958043920419e-23,-7.335737035386366e-05,1.8472176717013107,9.590523441932213e-24,6.203352439161645,0.1612031574551559,0.6562787373998162
0.3365657330244507,1.1765007794352542e-05,1.915455542669354e-24,-5.4460507646226464e-05,1.823439963109882,6.436030934791685e-23,6.199571582035675,0.1613014684591548,0.6512614448896739
0.3416019681170749,9.401501552384018e-06,1.1365688924789452e-23,-4.179280228072922e-05,1.7999545856381776,-1.408634597920111e-23,6.1956620010607635,0.1614032527644002,0.6462253752720504
0.34689630778351593,7.604890615047453e-06,-4.174692953342414e-23,-3.2431797005730586e-05,1.7756658162570602,-3.9338047055740453e-23,6.1914197095007415,0.16151384446857944,0.6409312062185771
0.3522870926054673,6.237363798977617e-06,1.2154019878777201e-23,-2.5521282027548052e-05,1.7513425623310905,2.369507088431449e-23,6.186953305614466,0.16163044241703448,0.6355405900221981
0.357759717448613,5.1695052949855975e-06,2.5586672310792327e-23,-2.029669634474742e-05,1.7270568845836554,8.659735911732101e-24,6.182260327699017,0.16175313671596733,0.6300681303067254
0.363304554223742,4.318786593456755e-06,-2.396332914877442e-23,-1.62729841384106e-05,1.7028544290691006,-2.292934743481924e-24,6.177334946185802,0.16188210752882204,0.6245234542272219
0.36876243905945383,3.6469603227705923e-06,-1.381106408713081e-23,-1.3203939448995664e-05,1.6794147259353653,7.071455026397977e-24,6.172311934376224,0.1620138467776678,0.6190657209173863
0.3744317570678237,3.0792388566980234e-06,6.3364657630323436e-24,-1.0701919229802368e-05,1.6554557815484647,-1.0900475781097174e-23,6.166902705201823,0.16215595539661967,0.6133965532922989
0.38015796636520177,2.608791435122341e-06,2.5225124618127357e-23,-8.70500731740075e-06,1.6316448665307066,-6.690255431650691e-24,6.161232393747982,0.16230519092490894,0.6076704886832581
0.3859380503621499,2.2154891391715186e-06,-1.0969544362526405e-23,-7.0987557647780164e-06,1.6079923241074632,5.985225455552756e-24,6.155288685980549,0.16246191706290344,0.6018905434896659
0.39161126288167514,1.8925072502184779e-06,2.4525578864892616e-24,-5.830208872385073e-06,1.5851381541568148,-6.5026303775030105e-24,6.149230429247885,0.16262197546601134,0.596217460244236
0.3974907209938203,1.6106306065068924e-06,-6.332183896768584e-24,-4.766366606534563e-06,1.5618179910001337,5.434589145327711e-24,6.1427068580636135,0.1627946804408038,0.5903381289606762
0.40341768160831537,1.3706439529185175e-06,6.976242198302442e-24,-3.8972397047312145e-06,1.5386729070322849,-9.550515614955535e-24,6.135866718313238,0.16297616064823878,0.5844112889788537
0.409390508091119,1.1654941072116179e-06,-1.1075583276603979e-23,-3.1848684548407877e-06,1.5157057726128274,1.7345498877957948e-23,6.128693284956007,0.1631669188690976,0.5784385768694853
0.41540771502250995,9.89563885803702e-07,5.046602323060465e-24,-2.5995416541588415e-06,1.4929186411175657,-9.929170060565546e-24,6.121168669869871,0.16336749629564756,0.5724214779968297
0.42130358794324857,8.421247198360023e-07,-4.6042897855247925e-24,-2.1296014395162345e-06,1.4709215207543118,3.9819768921788936e-24,6.11349218518187,0.16357263078275303,0.5665257041035034
0.4274044208369369,7.113764551979905e-07,2.4700869299054467e-24,-1.7305764122232205e-06,1.4484933059471221,-1.0181023815746842e-24,6.105217445562178,0.1637943298361781,0.5604249666557171
0.4335457996497146,5.986906287077541e-07,-2.7233018388816887e-24,-1.4016883910915875e-06,1.4262481146810766,9.461559150314577e-24,6.096530891090721,0.16402770983435327,0.5542836768140293
0.43972656283970135,5.015492105285784e-07,-1.885308777828651e-24,-1.1306872262071147e-06,1.4041863104983094,2.5118886019836315e-24,6.087409376037289,0.16427349274987782,0.5481029960582393
0.4457770154619956,4.19951595050202e-07,3.4061854495450796e-24,-9.130723468989594e-07,1.3828969502750295,-9.051583465695499e-24,6.078093442800099,0.16452527579755552,0.542052617301439
0.45203223110611246,3.47632847469852e-07,3.147569964124281e-24,-7.287521106375153e-07,1.3611973184157065,-6.964511646323412e-24,6.068039848607788,0.16479786305777697,0.5357974709800254
0.4583235920543882,2.8552971781528866e-07,2.5340543763445293e-24,-5.776293379863333e-07,1.339681199745445,-4.166110531597888e-24,6.057473060945301,0.16508534003186218,0.5295061725795333
0.4646500554687914,2.323609893558408e-07,-4.083588854708233e-24,-4.5412534481982763e-07,1.3183484697562913,1.130998369542993e-23,6.046363245258166,0.16538867405696236,0.5231797648343254
0.47101059230504183,1.870276518407074e-07,-3.24198876815385e-24,-3.536134623214778e-07,1.2971989796569061,1.1658092537562821e-23,6.034678599199491,0.16570890786671744,0.5168192766704853
0.4772309570823593,1.4953690141836697e-07,3.0927533112652064e-24,-2.74218055058345e-07,1.276796838238296,-4.3903500390797404e-24,6.02272578729108,0.16603777680035856,0.5105989524067682
0.48365573333023815,1.1699872563700737e-07,-3.0758240127816353e-24,-2.0837608089888435e-07,1.2560084811637322,4.724622230101186e-24,6.009805469504173,0.1663947369135898,0.5041742106160175
0.4901115615915208,8.982059342065718e-08,1.871424189412358e-24,-1.558297180323845e-07,1.2354030459938703,-7.36132280018759e-24,5.996202843866754,0.1667722100200221,0.4977184093620559
0.49659742560083486,6.736595894084763e-08,6.944081228819093e-25,-1.1430618263182217e-07,1.2149805445972897,-6.378767668660698e-24,5.981876931406679,0.1671716104271044,0.4912325647180606
0.5029358529685524,4.9514784932384e-08,-2.6869680251036225e-24,-8.266401406410286e-08,1.1952856870015431,-1.3490442324756928e-24,5.9672024587626415,0.16758271684439544,0.4848941486526336
0.5094779708106398,3.4781634390221e-08,-1.1466250731506075e-24,-5.756543078272208e-08,1.1752245262048173,1.2226001694908027e-24,5.951318733506581,0.16802998541649092,0.4783520344429185
0.51604705683409,2.326011574470599e-08,3.59354090596579e-26,-3.863651134729517e-08,1.155346960146824,-9.278795531607125e-24,5.934573351903787,0.16850410984964978,0.4717829436936095
0.5226420538593863,1.4533900740403986e-08,7.4776738428712595e-25,-2.4719131571324315e-08,1.1356534787187682,3.559930046025363e-24,5.916913636237224,0.16900702992784183,0.46518793328719
0.5292618878120763,8.217037739529768e-09,-2.0109745573062462e-25,-1.4829717857698828e-08,1.1161447318699493,1.290778583980392e-24,5.8982835175444785,0.16954084981257583,0.4585680769685916
0.5357256074059591,4.035478138512972e-09,9.841413092190184e-26,-8.276621988855128e-09,1.0973413421805551,-4.01060619225714e-24,5.8791687838462225,0.17009207198603135,0.4521043266426017
0.5423912222991901,1.4069224842285878e-09,3.310188817606643e-25,-3.992196146314614e-09,1.0781996548186017,1.7686347710807136e-24,5.858445546975517,0.17069374324324996,0.4454386705497483
0.5490783743217749,1.0632706847984366e-10,-1.8116461660202825e-25,-1.5723707555991651e-09,1.0592456774572314,-1.3727848064487067e-24,5.836563282171271,0.17133370301229528,0.43875146714112556
0.5557859284577593,-2.705274053285415e-10,6.81100417453012e-27,-4.6114857430858213e-10,1.0404807603281936,-1.5669938527220153e-24,5.813450472509595,0.1720148825088919,0.43204385094193454
0.5623307095090861,-2.167987187454408e-10,3.7408199208986423e-25,-1.4280856932142888e-10,1.0224058763852732,-5.963238090973653e-26,5.78970896962512,0.17272025334025545,0.42549899874176544
0.5690752673342524,-3.8986894961763503e-10,-2.5036691709423427e-25,-8.363059308866086e-11,1.0040183435875636,-4.779010625206725e-25,5.763940819671155,0.17349241279285935,0.41875435614540957
0.5758371396212506,-1.872747513895676e-09,-5.1323810284791215e-25,3.3039036806297206e-10,0.9858241145324259,5.902452783442564e-25,5.736701263228575,0.1743162061461794,0.41199238662632987
0.5826158508755621,-6.774918921898355e-09,1.8641199675173636e-25,2.0699127364227707e-09,0.9678235422176817,-4.495310111078251e-25,5.707896891993714,0.17519587668142153,0.4052135649404226
0.5894123478466279,-2.0288521446279958e-08,3.0351873600317434e-25,7.219309572985607e-09,0.9500135847711104,1.1305603021024886e-24,5.677421910791099,0.17613628434048487,0.398416943488462
0.5960489302283133,-5.8892222190335047e-08,-7.411396301327191e-25,2.202307861657539e-08,0.9328506221134744,-1.5975188776817526e-24,5.646031161540912,0.1771155651445396,0.39178022546034197
0.6029607485031101,-2.6715426301691875e-07,3.605095181574942e-25,1.0048025967244487e-07,0.9152137200249507,2.5753160621511883e-25,5.611521265033772,0.1782047955928011,0.38486825000019464
0.6094110365366172,5.087329665864251e-07,-1.1394481442999733e-24,-1.8738193786651517e-07,0.8989723622802929,-2.163251940408312e-24,5.5775483389384375,0.17929024353204043,0.3784178013109336
0.6163767066731931,2.2079919386952726e-07,-2.0875527464250634e-24,-7.819626038824323e-08,0.8816691802200687,-2.5923616457254e-24,5.538825027310032,0.18054370648456047,0.3714519383525755
0.6230459829774939,1.773544608426185e-07,-8.793698259495934e-26,-5.961882723437488e-08,0.8653312139547212,3.121668027645131e-25,5.499660225849354,0.18182941471544498,0.36478245932019393
0.6298886984223143,1.6429357528851175e-07,1.2536108402806742e-26,-5.168391396222268e-08,0.8488014958930291,2.221483341758571e-25,5.457228504243703,0.18324319738899886,0.35793951582131944
0.6367277783894658,1.6176659653760597e-07,3.1130870587309557e-25,-4.702567987905622e-08,0.8325172209768629,-1.0193551195254065e-25,5.412414906167125,0.18476041052591133,0.3511001860936427
0.6435640055612672,1.639728917802604e-07,2.7691588371280193e-25,-4.3463381265504366e-08,0.8164774201671574,1.5070498433286454e-25,5.365083014213652,0.18639040576831928,0.3442636857760356
0.650396404902196,1.6871167606865017e-07,-9.198740388921206e-25,-4.016288508157003e-08,0.8006857836032697,-1.3869759199703621e-24,5.315104387620439,0.18814305930267872,0.33743098812652916
0.657038987512236,1.7477653429630452e-07,9.08697478045127e-25,-3.682871010967984e-08,0.7855642837116887,6.84143700742387e-25,5.263816693294823,0.1899762203485969,0.33078808929188097
0.6638590306929903,1.8197253291416527e-07,1.5376711349615584e-26,-3.3068725634818416e-08,0.770278953068038,2.0657310409159918e-25,5.208250099105086,0.19200306839562603,0.32396769236304357
0.6706700502735425,1.8983414879269265e-07,-3.046983108833413e-25,-2.884666439167335e-08,0.7552600446963327,-1.0914403504885286e-25,5.149670946528345,0.19418716465255917,0.3171562876513493
0.677470143522128,1.9817204515918996e-07,1.4923874829332672e-24,-2.4082697617750883e-08,0.7405146493882108,6.218326290083179e-25,5.087963090915283,0.19654230624933802,0.31035577541589643
0.6840741935743002,2.0663052070724127e-07,-3.868103837541254e-25,-1.8874772318426537e-08,0.7264372479304941,-5.083349592675499e-25,5.024814842150741,0.19901230819720633,0.30375128264265194
0.6908473642175427,2.156091050585335e-07,-4.343170289193475e-25,-1.2893400383940651e-08,0.712253014209074,7.956191119085428e-26,4.956616865808579,0.20175051392374843,0.29697761807735246
0.6976044032411739,2.2483391301827078e-07,-2.022566183741358e-25,-6.24121263408218e-09,0.6983642638695089,-8.307850908516724e-26,4.884984356288559,0.20470894624517594,0.290220042520554
0.7043438799484422,2.3427982363437738e-07,-1.3000622381661708e-25,1.1119265408149642e-09,0.6847784033401039,-2.404094701248938e-25,4.809833101027414,0.20790742194077233,0.283479983170558
0.7110646128805775,2.439318690058472e-07,8.743833775760827e-25,9.194500684820118e-09,0.6715027246809532,-6.262062153282933e-26,4.73109095701844,0.2113677392983807,0.27675861765880694
0.7175848777687278,2.5350979884832394e-07,-6.90817761763e-25,1.7784923213562515e-08,0.6588903402199358,-4.860720365227987e-25,4.650974509219611,0.2150087036636523,0.2702376853702757
0.7242664028580168,2.635314106384279e-07,-1.4235074295715966e-24,2.7385497202936782e-08,0.6462473100950207,2.0456080606792515e-25,4.564989800944451,0.21905853980070447,0.2635554164852314
0.7309276916201563,2.737096938474535e-07,-3.694105552855196e-25,3.7789405303033794e-08,0.6339349603491474,-4.73616743224512e-25,4.475284305867919,0.2234494909493943,0.25689332026337264
0.7375691028157539,2.840063357402545e-07,1.2746431528506278e-24,4.9009963156929634e-08,0.6219597165650461,-9.200024435176243e-25,4.381846098975557,0.22821431365053935,0.2502510323607514
0.7440127671444068,2.940828669312645e-07,-6.082619044378007e-27,6.071152650264777e-08,0.6106376111038124,-2.1841272967828206e-25,4.28735514998458,0.23324403158054136,0.24380644267664864
0.7506180616769169,3.0441822579804966e-07,-7.6570887986987e-25,7.35242182289137e-08,0.5993455998898625,1.9622176562790728e-25,4.186583253710805,0.2388582620717368,0.23720011602150948
0.757207756735979,3.1462279572158347e-07,-5.21311792379776e-26,8.708534163559075e-08,0.5884089449780828,1.7418185548324264e-25,4.082143160612591,0.2449693606164302,0.23060929908257732
0.7637844828674921,3.245568971163268e-07,-1.0319252945981402e-25,1.0130845879175415e-07,0.5778339081340395,2.3693674328103764e-25,3.9740894377731277,0.25162996848917113,0.22403135274724262
0.7703515016422753,3.340519513249128e-07,3.759613519619914e-25,1.1605943665897018e-07,0.5676271535970923,9.634752135002478e-26,3.8624921488521493,0.2589002026313966,0.2174630058081547
0.7767354153089119,3.4268417812310725e-07,3.6015217091324242e-25,1.3073644344051622e-07,0.5580567446416775,-1.8006126457128624e-25,3.75059024248479,0.266624700473143,0.21107768590510867
0.7832952883863841,3.5072361964751524e-07,5.470724465213302e-25,1.459035520657072e-07,0.5485992282878237,-6.123268186751568e-25,3.6322628984153065,0.2753104684234951,0.20451623834361565
0.7898588143307473,3.5769506900008045e-07,-7.05925631229297e-25,1.608263813020423e-07,0.5395354886635072,6.6231938255354005e-25,3.510682949856285,0.2848448618924522,0.19795099305570107
0.7964316203515012,3.63371537688737e-07,-1.9921788064473908e-25,1.7509553376047001e-07,0.5308775267068508,-8.320618136917439e-26,3.385973396599206,0.29533604753196735,0.19137630679622597
0.8030198052770192,3.6753803081270267e-07,-1.2504531513118652e-25,1.8821819093522726e-07,0.5226400753457343,-7.386521627567622e-26,3.2582692182969204,0.3069114100162339,0.18478606231965755
0.8094508452734408,3.699630563131852e-07,3.2709253120026084e-25,1.9933718011619272e-07,0.515046212196663,-5.026355734124879e-25,3.1312822780376117,0.3193579853895205,0.17835282614949177
0.8160885722443975,3.706371658887875e-07,-9.544479139397081e-25,2.0842411352680232e-07,0.5076962060300725,4.156875196991639e-25,2.998115017740221,0.3335429074878299,0.1717126203971613
0.8227614141155747,3.693777178274885e-07,-1.5787138989389066e-25,2.1439970176691818e-07,0.500835179152606,2.4064555761758994e-25,2.8624339480575243,0.3493530394574204,0.16503704691416865
0.8294758902794415,3.6616392804552506e-07,-4.513252686589879e-25,2.164317620685093e-07,0.49449822103020075,-1.7111524134244203e-25,2.724436579339612,0.3670483679390306,0.15831955321338798
0.8360544849047816,3.6122026955598197e-07,-5.361330243000455e-25,2.1374056408277062e-07,0.48887696937563363,1.771472837925416e-24,2.5881593704988446,0.3863749703354855,0.15173771147604453
0.8428673460700948,3.5442417863241765e-07,5.775554361644389e-37,2.0515394270706754e-07,0.4837117889435984,1.6895319180148126e-37,2.4462875503461428,0.40878268781546256,0.14492114923356236
0.849735279331492,3.4614439712472837e-07,-6.29753325502545e-37,1.8946626478140112e-07,0.4792328991113687,1.0158907766684884e-36,2.3028931774786994,0.4342363813395984,0.13804909417298306
